pmid	year	journal	title	abstract
41020524	2025	Briefings in bioinformatics	soFusion: facilitating tissue structure identification via spatial multi-omics data fusion.	The rapid advancement of spatial multi-omics technologies has opened new avenues for dissecting tissue architecture with unprecedented resolution. However, inherent disparities across omics modalities, such as differences in biological hierarchy and resolution, pose significant challenges for integrative analysis. To address this, we present soFusion, a method for representation learning on spatial multi-omics data that enables automated identification of tissue compartmentalization. soFusion employs a graph convolutional network (GCN) to extract latent embeddings from spatial omics profiles. To simultaneously capture both cross-modality relationships and modality-specific features, we introduce a novel strategy for intra- and inter-omics feature learning. Moreover, modality-specific decoders are designed to preserve the unique information embedded in each omics type. We evaluated soFusion on multiple datasets including gene expression, protein expression, and epigenetic features. Across all benchmarks, soFusion consistently outperformed existing methods in delineating anatomical structures and identifying spatial domains with improved continuity and reduced noise. Collectively, soFusion offers an effective solution for spatial multi-omics integration, substantially enhancing the robustness of spatial domain identification.
38225676	2024	Genome biology	Evaluating spatially variable gene detection methods for spatial transcriptomics data.	BACKGROUND: The identification of genes that vary across spatial domains in tissues and cells is an essential step for spatial transcriptomics data analysis. Given the critical role it serves for downstream data interpretations, various methods for detecting spatially variable genes (SVGs) have been proposed. However, the lack of benchmarking complicates the selection of a suitable method. RESULTS: Here we systematically evaluate a panel of popular SVG detection methods on a large collection of spatial transcriptomics datasets, covering various tissue types, biotechnologies, and spatial resolutions. We address questions including whether different methods select a similar set of SVGs, how reliable is the reported statistical significance from each method, how accurate and robust is each method in terms of SVG detection, and how well the selected SVGs perform in downstream applications such as clustering of spatial domains. Besides these, practical considerations such as computational time and memory usage are also crucial for deciding which method to use. CONCLUSIONS: Our study evaluates the performance of each method from multiple aspects and highlights the discrepancy among different methods when calling statistically significant SVGs across diverse datasets. Overall, our work provides useful considerations for choosing methods for identifying SVGs and serves as a key reference for the future development of related methods.
39038934	2024	Briefings in bioinformatics	MetalinksDB: a flexible and contextualizable resource of metabolite-protein interactions.	From the catalytic breakdown of nutrients to signaling, interactions between metabolites and proteins play an essential role in cellular function. An important case is cell-cell communication, where metabolites, secreted into the microenvironment, initiate signaling cascades by binding to intra- or extracellular receptors of neighboring cells. Protein-protein cell-cell communication interactions are routinely predicted from transcriptomic data. However, inferring metabolite-mediated intercellular signaling remains challenging, partially due to the limited size of intercellular prior knowledge resources focused on metabolites. Here, we leverage knowledge-graph infrastructure to integrate generalistic metabolite-protein with curated metabolite-receptor resources to create MetalinksDB. MetalinksDB is an order of magnitude larger than existing metabolite-receptor resources and can be tailored to specific biological contexts, such as diseases, pathways, or tissue/cellular locations. We demonstrate MetalinksDB's utility in identifying deregulated processes in renal cancer using multi-omics bulk data. Furthermore, we infer metabolite-driven intercellular signaling in acute kidney injury using spatial transcriptomics data. MetalinksDB is a comprehensive and customizable database of intercellular metabolite-protein interactions, accessible via a web interface (https://metalinks.omnipathdb.org/) and programmatically as a knowledge graph (https://github.com/biocypher/metalinks). We anticipate that by enabling diverse analyses tailored to specific biological contexts, MetalinksDB will facilitate the discovery of disease-relevant metabolite-mediated intercellular signaling processes.
38819254	2024	Briefings in bioinformatics	PIPET: predicting relevant subpopulations in single-cell data using phenotypic information from bulk data.	Single-cell RNA sequencing has revealed cellular heterogeneity in complex tissues, notably benefiting research on diseases such as cancer. However, the integration of single-cell data from small samples with extensive clinical features in bulk data remains underexplored. In this study, we introduce PIPET, an algorithmic method for predicting relevant subpopulations in single-cell data based on multivariate phenotypic information from bulk data. PIPET generates feature vectors for each phenotype from differentially expressed genes in bulk data and then identifies relevant cellular subpopulations by assessing the similarity between single-cell data and these vectors. Subsequently, phenotype-related cell states can be analyzed based on these subpopulations. In simulated datasets, PIPET showed robust performance in predicting multiclassification cellular subpopulations. Application of PIPET to lung adenocarcinoma single-cell RNA sequencing data revealed cellular subpopulations with poor survival and associations with TP53 mutations. Similarly, in breast cancer single-cell data, PIPET identified cellular subpopulations associated with the PAM50 clinical subtypes and triple-negative breast cancer subtypes. Overall, PIPET effectively identified relevant cellular subpopulations in single-cell data, guided by phenotypic information from bulk data. This approach comprehensively delineates the molecular characteristics of each cellular subpopulation, offering insights into disease-related subpopulations and guiding personalized treatment strategies.
32706024	2020	Briefings in bioinformatics	Bioinformatics-assisted, integrated omics studies on medicinal plants.	The immense therapeutic and economic values of medicinal plants have attracted increasing attention from the worldwide researchers. It has been recognized that production of the authentic and high-quality herbal drugs became the prerequisite for maintaining the healthy development of the traditional medicine industry. To this end, intensive research efforts have been devoted to the basic studies, in order to pave a way for standardized authentication of the plant materials, and bioengineering of the metabolic pathways in the medicinal plants. In this paper, the recent advances of omics studies on the medicinal plants were summarized from several aspects, including phenomics and taxonomics, genomics, transcriptomics, proteomics and metabolomics. We proposed a multi-omics data-based workflow for medicinal plant research. It was emphasized that integration of the omics data was important for plant authentication and mechanistic studies on plant metabolism. Additionally, the computational tools for proper storage, efficient processing and high-throughput analyses of the omics data have been introduced into the workflow. According to the workflow, authentication of the medicinal plant materials should not only be performed at the phenomics level but also be implemented by genomic and metabolomic marker-based examination. On the other hand, functional genomics studies, transcriptional regulatory networks and protein-protein interactions will contribute greatly for deciphering the secondary metabolic pathways. Finally, we hope that our work could inspire further efforts on the bioinformatics-assisted, integrated omics studies on the medicinal plants.
37679543	2024	Nature biotechnology	Multi-omics data integration using ratio-based quantitative profiling with Quartet reference materials.	Characterization and integration of the genome, epigenome, transcriptome, proteome and metabolome of different datasets is difficult owing to a lack of ground truth. Here we develop and characterize suites of publicly available multi-omics reference materials of matched DNA, RNA, protein and metabolites derived from immortalized cell lines from a family quartet of parents and monozygotic twin daughters. These references provide built-in truth defined by relationships among the family members and the information flow from DNA to RNA to protein. We demonstrate how using a ratio-based profiling approach that scales the absolute feature values of a study sample relative to those of a concurrently measured common reference sample produces reproducible and comparable data suitable for integration across batches, labs, platforms and omics types. Our study identifies reference-free 'absolute' feature quantification as the root cause of irreproducibility in multi-omics measurement and data integration and establishes the advantages of ratio-based multi-omics profiling with common reference materials.
36593403	2023	Nature biotechnology	scChIX-seq infers dynamic relationships between histone modifications in single cells.	Regulation of chromatin states involves the dynamic interplay between different histone modifications to control gene expression. Recent advances have enabled mapping of histone marks in single cells, but most methods are constrained to profile only one histone mark per cell. Here, we present an integrated experimental and computational framework, scChIX-seq (single-cell chromatin immunocleavage and unmixing sequencing), to map several histone marks in single cells. scChIX-seq multiplexes two histone marks together in single cells, then computationally deconvolves the signal using training data from respective histone mark profiles. This framework learns the cell-type-specific correlation structure between histone marks, and therefore does not require a priori assumptions of their genomic distributions. Using scChIX-seq, we demonstrate multimodal analysis of histone marks in single cells across a range of mark combinations. Modeling dynamics of in vitro macrophage differentiation enables integrated analysis of chromatin velocity. Overall, scChIX-seq unlocks systematic interrogation of the interplay between histone modifications in single cells.
38098055	2023	Genome biology	Challenges and opportunities to computationally deconvolve heterogeneous tissue with varying cell sizes using single-cell RNA-sequencing datasets.	"Deconvolution of cell mixtures in ""bulk"" transcriptomic samples from homogenate human tissue is important for understanding disease pathologies. However, several experimental and computational challenges impede transcriptomics-based deconvolution approaches using single-cell/nucleus RNA-seq reference atlases. Cells from the brain and blood have substantially different sizes, total mRNA, and transcriptional activities, and existing approaches may quantify total mRNA instead of cell type proportions. Further, standards are lacking for the use of cell reference atlases and integrative analyses of single-cell and spatial transcriptomics data. We discuss how to approach these key challenges with orthogonal ""gold standard"" datasets for evaluating deconvolution methods."
39377391	2025	Nucleic acids research	AMIR: a multi-omics data platform for Asteraceae plants genetics and breeding research.	As the largest family of dicotyledon, the Asteraceae family comprises a variety of economically important crops, ornamental plants and numerous medicinal herbs. Advancements in genomics and transcriptomic have revolutionized research in Asteraceae species, generating extensive omics data that necessitate an efficient platform for data integration and analysis. However, existing databases face challenges in mining genes with specific functions and supporting cross-species studies. To address these gaps, we introduce the Asteraceae Multi-omics Information Resource (AMIR; https://yanglab.hzau.edu.cn/AMIR/), a multi-omics hub for the Asteraceae plant community. AMIR integrates diverse omics data from 74 species, encompassing 132 genomes, 4 408 432 genes annotated across seven different perspectives, 3897 transcriptome sequencing samples spanning 131 organs, tissues and stimuli, 42 765 290 unique variants and 15 662 metabolites genes. Leveraging these data, AMIR establishes the first pan-genome, comparative genomics and transcriptome system for the Asteraceae family. Furthermore, AMIR offers user-friendly tools designed to facilitate extensive customized bioinformatics analyses. Two case studies demonstrate AMIR's capability to provide rapid, reproducible and reliable analysis results. In summary, by integrating multi-omics data of Asteraceae species and developing powerful analytical tools, AMIR significantly advances functional genomics research and contributes to breeding practices of Asteraceae.
41123022	2025	Nucleic acids research	Spatial2GWAS: a database for linking spatial transcriptomic regions with GWAS traits.	Spatial heterogeneity of gene expression within tissue regions has a critical influence on biological functions, thereby affecting disease pathogenesis. However, systematic associations between spatially resolved transcriptomes and phenotypes, especially in complex diseases, remain underexplored. Here, we developed spatial2GWAS (http://www.spatial2gwas.cn), a comprehensive resource linking spatial transcriptomic (ST) regions with GWAS traits. In the database, we collected 1196 ST slices (human and mouse) from five technologies and 812 GWAS traits spanning 18 phenotype categories and identified 29 701 ST slice-GWAS trait pairs containing 47 492 significant regions. Functional analyses reveal distinct patterns of cell type composition, gene expression, GO/KEGG pathway activation, and cell-cell communication direction between trait-related and unrelated spatial regions. The database provides a user-friendly interface for visualization of spatial regions and GWAS trait associations, supporting advanced queries by slice and GWAS information, genes co-expressed with GWAS trait-associated genes, and spatial regions. Spatial2GWAS aims to enable systematic exploration of spatial mechanisms underlying complex traits and offer insights into region-specific biological functions and potential therapeutic targets. This database bridges ST and high-level phenotypes, advancing the understanding of tissue heterogeneity in complex human diseases.
36329320	2023	Nature biotechnology	Spatial mapping of the total transcriptome by in situ polyadenylation.	Spatial transcriptomics reveals the spatial context of gene expression, but current methods are limited to assaying polyadenylated (A-tailed) RNA transcripts. Here we demonstrate that enzymatic in situ polyadenylation of RNA enables detection of the full spectrum of RNAs, expanding the scope of sequencing-based spatial transcriptomics to the total transcriptome. We demonstrate that our spatial total RNA-sequencing (STRS) approach captures coding RNAs, noncoding RNAs and viral RNAs. We apply STRS to study skeletal muscle regeneration and viral-induced myocarditis. Our analyses reveal the spatial patterns of noncoding RNA expression with near-cellular resolution, identify spatially defined expression of noncoding transcripts in skeletal muscle regeneration and highlight host transcriptional responses associated with local viral RNA abundance. STRS requires adding only one step to the widely used Visium spatial total RNA-sequencing protocol from 10x Genomics, and thus could be easily adopted to enable new insights into spatial gene regulation and biology.
39780487	2024	Briefings in bioinformatics	Deciphering progressive lesion areas in breast cancer spatial transcriptomics via TGR-NMF.	Identifying spatial domains is critical for understanding breast cancer tissue heterogeneity and providing insights into tumor progression. However, dropout events introduces computational challenges and the lack of transparency in methods such as graph neural networks limits their interpretability. This study aimed to decipher disease progression-related spatial domains in breast cancer spatial transcriptomics by developing the three graph regularized non-negative matrix factorization (TGR-NMF). A unitization strategy was proposed to mitigate the impact of dropout events on the computational process, enabling utilization of the complete gene expression count data. By integrating one gene expression neighbor topology and two spatial position neighbor topologies, TGR-NMF was developed for constructing an interpretable low-dimensional representation of spatial transcriptomic data. The progressive lesion area that can reveal the progression of breast cancer was uncovered through heterogeneity analysis. Moreover, several related pathogenic genes and signal pathways on this area were identified by using gene enrichment and cell communication analysis.
29547932	2018	Bioinformatics (Oxford, England)	Network-based integration of multi-omics data for prioritizing cancer genes.	MOTIVATION: Several molecular events are known to be cancer-related, including genomic aberrations, hypermethylation of gene promoter regions and differential expression of microRNAs. These aberration events are very heterogeneous across tumors and it is poorly understood how they affect the molecular makeup of the cell, including the transcriptome and proteome. Protein interaction networks can help decode the functional relationship between aberration events and changes in gene and protein expression. RESULTS: We developed NetICS (Network-based Integration of Multi-omics Data), a new graph diffusion-based method for prioritizing cancer genes by integrating diverse molecular data types on a directed functional interaction network. NetICS prioritizes genes by their mediator effect, defined as the proximity of the gene to upstream aberration events and to downstream differentially expressed genes and proteins in an interaction network. Genes are prioritized for individual samples separately and integrated using a robust rank aggregation technique. NetICS provides a comprehensive computational framework that can aid in explaining the heterogeneity of aberration events by their functional convergence to common differentially expressed genes and proteins. We demonstrate NetICS' competitive performance in predicting known cancer genes and in generating robust gene lists using TCGA data from five cancer types. AVAILABILITY AND IMPLEMENTATION: NetICS is available at https://github.com/cbg-ethz/netics. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
39581871	2024	Briefings in bioinformatics	TriTan: an efficient triple nonnegative matrix factorization method for integrative analysis of single-cell multiomics data.	Single-cell multiomics have opened up tremendous opportunities for understanding gene regulatory networks underlying cell states by simultaneously profiling transcriptomes, epigenomes, and proteomes of the same cell. However, existing computational methods for integrative analysis of these high-dimensional multiomics data are either computationally expensive or limited in interpretation. These limitations pose challenges in the implementation of these methods in large-scale studies and hinder a more in-depth understanding of the underlying regulatory mechanisms. Here, we propose TriTan (Triple inTegrative fast non-negative matrix factorization), an efficient joint factorization method for single-cell multiomics data. TriTan implements a highly efficient factorization algorithm, greatly improving its computational performance. Three matrix factorization produced by TriTan helps in clustering cells, identifying signature features for each cell type, and uncovering feature associations across omics, which facilitates the identification of domains of regulatory chromatin and the prediction of cell-type-specific regulatory networks. We applied TriTan to the single-cell multiomics data obtained from different technologies and benchmarked it against the state-of-the-art methods where it shows highly competitive performance. Furthermore, we showed a range of downstream analyses conducted utilizing TriTan outputs, highlighting its capacity to facilitate interpretation in biological discovery.
38940132	2024	Bioinformatics (Oxford, England)	SPRITE: improving spatial gene expression imputation with gene and cell networks.	MOTIVATION: Spatially resolved single-cell transcriptomics have provided unprecedented insights into gene expression in situ, particularly in the context of cell interactions or organization of tissues. However, current technologies for profiling spatial gene expression at single-cell resolution are generally limited to the measurement of a small number of genes. To address this limitation, several algorithms have been developed to impute or predict the expression of additional genes that were not present in the measured gene panel. Current algorithms do not leverage the rich spatial and gene relational information in spatial transcriptomics. To improve spatial gene expression predictions, we introduce Spatial Propagation and Reinforcement of Imputed Transcript Expression (SPRITE) as a meta-algorithm that processes predictions obtained from existing methods by propagating information across gene correlation networks and spatial neighborhood graphs. RESULTS: SPRITE improves spatial gene expression predictions across multiple spatial transcriptomics datasets. Furthermore, SPRITE predicted spatial gene expression leads to improved clustering, visualization, and classification of cells. SPRITE can be used in spatial transcriptomics data analysis to improve inferences based on predicted gene expression. AVAILABILITY AND IMPLEMENTATION: The SPRITE software package is available at https://github.com/sunericd/SPRITE. Code for generating experiments and analyses in the manuscript is available at https://github.com/sunericd/sprite-figures-and-analyses.
40258090	2025	PLoS computational biology	Transfer learning of multicellular organization via single-cell and spatial transcriptomics.	Biological tissues exhibit complex gene expression and multicellular patterns that are valuable to dissect. Single-cell RNA sequencing (scRNA-seq) provides full coverages of genes, but lacks spatial information, whereas spatial transcriptomics (ST) measures spatial locations of individual or group of cells, with more restrictions on gene information. Here we show a transfer learning method named iSORT to decipher spatial organization of cells by integrating scRNA-seq and ST data. iSORT trains a neural network that maps gene expressions to spatial locations. iSORT can find spatial patterns at single-cell scale, identify spatial-organizing genes (SOGs) that drive the patterning, and infer pseudo-growth trajectories using a concept of SpaRNA velocity. Benchmarking on a range of biological systems, such as human cortex, mouse embryo, mouse brain, Drosophila embryo, and human developmental heart, demonstrates iSORT's accuracy and practicality in reconstructing multicellular organization. We further conducted scRNA-seq and ST sequencing from normal and atherosclerotic arteries, and the functional enrichment analysis shows that SOGs found by iSORT are strongly associated with vascular structural anomalies.
35924984	2022	Bioinformatics (Oxford, England)	ASURAT: functional annotation-driven unsupervised clustering of single-cell transcriptomes.	MOTIVATION: Single-cell RNA sequencing (scRNA-seq) analysis reveals heterogeneity and dynamic cell transitions. However, conventional gene-based analyses require intensive manual curation to interpret biological implications of computational results. Hence, a theory for efficiently annotating individual cells remains warranted. RESULTS: We present ASURAT, a computational tool for simultaneously performing unsupervised clustering and functional annotation of disease, cell type, biological process and signaling pathway activity for single-cell transcriptomic data, using a correlation graph decomposition for genes in database-derived functional terms. We validated the usability and clustering performance of ASURAT using scRNA-seq datasets for human peripheral blood mononuclear cells, which required fewer manual curations than existing methods. Moreover, we applied ASURAT to scRNA-seq and spatial transcriptome datasets for human small cell lung cancer and pancreatic ductal adenocarcinoma, respectively, identifying previously overlooked subpopulations and differentially expressed genes. ASURAT is a powerful tool for dissecting cell subpopulations and improving biological interpretability of complex and noisy transcriptomic data. AVAILABILITY AND IMPLEMENTATION: ASURAT is published on Bioconductor (https://doi.org/10.18129/B9.bioc.ASURAT). The codes for analyzing data in this article are available at Github (https://github.com/keita-iida/ASURATBI) and figshare (https://doi.org/10.6084/m9.figshare.19200254.v4). SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
34301623	2021	Genome research	A graph neural network model to estimate cell-wise metabolic flux using single-cell RNA-seq data.	The metabolic heterogeneity and metabolic interplay between cells are known as significant contributors to disease treatment resistance. However, with the lack of a mature high-throughput single-cell metabolomics technology, we are yet to establish systematic understanding of the intra-tissue metabolic heterogeneity and cooperative mechanisms. To mitigate this knowledge gap, we developed a novel computational method, namely, single-cell flux estimation analysis (scFEA), to infer the cell-wise fluxome from single-cell RNA-sequencing (scRNA-seq) data. scFEA is empowered by a systematically reconstructed human metabolic map as a factor graph, a novel probabilistic model to leverage the flux balance constraints on scRNA-seq data, and a novel graph neural network-based optimization solver. The intricate information cascade from transcriptome to metabolome was captured using multilayer neural networks to capitulate the nonlinear dependency between enzymatic gene expressions and reaction rates. We experimentally validated scFEA by generating an scRNA-seq data set with matched metabolomics data on cells of perturbed oxygen and genetic conditions. Application of scFEA on this data set showed the consistency between predicted flux and the observed variation of metabolite abundance in the matched metabolomics data. We also applied scFEA on five publicly available scRNA-seq and spatial transcriptomics data sets and identified context- and cell group-specific metabolic variations. The cell-wise fluxome predicted by scFEA empowers a series of downstream analyses including identification of metabolic modules or cell groups that share common metabolic variations, sensitivity evaluation of enzymes with regards to their impact on the whole metabolic flux, and inference of cell-tissue and cell-cell metabolic communications.
35346318	2022	Genome biology	Multi-omics analysis dissects the genetic architecture of seed coat content in Brassica napus.	BACKGROUND: Brassica napus is an important vegetable oil source worldwide. Seed coat content is a complex quantitative trait that negatively correlates with the seed oil content in B. napus. RESULTS: Here we provide insights into the genetic basis of natural variation of seed coat content by transcriptome-wide association studies (TWAS) and genome-wide association studies (GWAS) using 382 B. napus accessions. By population transcriptomic analysis, we identify more than 700 genes and four gene modules that are significantly associated with seed coat content. We also characterize three reliable quantitative trait loci (QTLs) controlling seed coat content by GWAS. Combining TWAS and correlation networks of seed coat content-related gene modules, we find that BnaC07.CCR-LIKE (CCRL) and BnaTT8s play key roles in the determination of the trait by modulating lignin biosynthesis. By expression GWAS analysis, we identify a regulatory hotspot on chromosome A09, which is involved in controlling seed coat content through BnaC07.CCRL and BnaTT8s. We then predict the downstream genes regulated by BnaTT8s using multi-omics datasets. We further experimentally validate that BnaCCRL and BnaTT8 positively regulate seed coat content and lignin content. BnaCCRL represents a novel identified gene involved in seed coat development. Furthermore, we also predict the key genes regulating carbon allocation between phenylpropane compounds and oil during seed development in B. napus. CONCLUSIONS: This study helps us to better understand the complex machinery of seed coat development and provides a genetic resource for genetic improvement of seed coat content in B. napus breeding.
37779245	2023	Briefings in bioinformatics	ScSmOP: a universal computational pipeline for single-cell single-molecule multiomics data analysis.	Single-cell multiomics techniques have been widely applied to detect the key signature of cells. These methods have achieved a single-molecule resolution and can even reveal spatial localization. These emerging methods provide insights elucidating the features of genomic, epigenomic and transcriptomic heterogeneity in individual cells. However, they have given rise to new computational challenges in data processing. Here, we describe Single-cell Single-molecule multiple Omics Pipeline (ScSmOP), a universal pipeline for barcode-indexed single-cell single-molecule multiomics data analysis. Essentially, the C language is utilized in ScSmOP to set up spaced-seed hash table-based algorithms for barcode identification according to ligation-based barcoding data and synthesis-based barcoding data, followed by data mapping and deconvolution. We demonstrate high reproducibility of data processing between ScSmOP and published pipelines in comprehensive analyses of single-cell omics data (scRNA-seq, scATAC-seq, scARC-seq), single-molecule chromatin interaction data (ChIA-Drop, SPRITE, RD-SPRITE), single-cell single-molecule chromatin interaction data (scSPRITE) and spatial transcriptomic data from various cell types and species. Additionally, ScSmOP shows more rapid performance and is a versatile, efficient, easy-to-use and robust pipeline for single-cell single-molecule multiomics data analysis.
41067887	2025	Genome research	Recovering gene regulatory networks in single-cell multiomics data with PRISM-GRN.	Understanding Gene Regulatory Networks (GRNs) is crucial for deciphering cellular heterogeneity and the mechanisms underlying development and disease. However, current GRN inference methods fail to utilize multiomics data and prior knowledge from a biologically-interpretable insight. Therefore, we propose PRISM-GRN, a Bayesian model that seamlessly incorporates known GRNs, along with scRNA-seq and scATAC-seq data, into a probabilistic framework to reconstruct cell type-specific GRNs. PRISM-GRN employs a biologically interpretable architecture firmly rooted in the established gene regulatory mechanism, which asserts that gene expression is influenced by TF expression levels and gene chromatin accessibility through GRNs. Accordingly, PRISM-GRN decomposes observable data into biologically meaningful latent variables through a mechanism-informed generation process and a prior-GRN-primed inference process, enabling precise and robust GRN reconstruction. We evaluate PRISM-GRN on four benchmarking datasets with paired scRNA-seq and scATAC-seq data, demonstrating its superior performance over seven baseline methods in GRN reconstruction, especially its higher precision under the inherently imbalanced scenario where the true regulatory interaction is sparse. Furthermore, benchmarking on directed GRNs highlights PRISM-GRN's ability to capture causality in gene regulation derived from the biologically-interpretable architecture. More importantly, PRISM-GRN performs well with unpaired omics data and limited prior GRN information, showcasing its flexibility and adaptability across various biological contexts. Finally, biological analyses on PBMC datasets demonstrate PRISM-GRN's potential to facilitate the identification of cell type-specific or context-specific GRNs across broader real-world biological research applications. Overall, PRISM-GRN provides a novel paradigm for precise, robust, and interpretable exploration of causal GRNs with prior knowledge and multiomics data.
40392208	2025	Bioinformatics (Oxford, England)	OrthologAL: a Shiny application for quality-aware humanization of non-human pre-clinical high-dimensional gene expression data.	MOTIVATION: Single-cell and spatial transcriptomics provide unprecedented insight into diseases. Pharmacotranscriptomic approaches are powerful tools that leverage gene expression data for drug repurposing and discovery. Multiple databases attempt to connect human cellular transcriptional responses to small molecules for use in transcriptome-based drug discovery efforts. However, preclinical research often requires in vivo experiments in non-human species, which makes utilizing such valuable resources difficult. To facilitate both human orthologous conversion of non-human transcriptomes and the application of pharmacotranscriptomic databases to pre-clinical research models, we introduce OrthologAL. OrthologAL interfaces with BioMart to access different gene sets from the Ensembl database, allowing for ortholog conversion without the need for user-generated code. RESULTS: Researchers can input their single-cell or other high-dimensional gene expression data from any species as a Seurat object, and OrthologAL will output a human ortholog-converted Seurat object for download and use. To demonstrate the utility of this application, we tested OrthologAL using single-cell, single-nuclei, and spatial transcriptomic data derived from common preclinical models, including patient-derived orthotopic xenografts of medulloblastoma, and mouse and rat models of spinal cord injury. OrthologAL can convert these data types efficiently to that of corresponding orthologs while preserving the dimensional architecture of the original non-human expression data. OrthologAL will be broadly useful for the simple conversion of Seurat objects and for applying preclinical, high-dimensional transcriptomics data to functional human-derived small molecule predictions. AVAILABILITY AND IMPLEMENTATION: OrthologAL is available for download as an R package with functions to launch the Shiny GUI at https://github.com/AyadLab/OrthologAL or via Zenodo at https://doi.org/10.5281/zenodo.15225041. The medulloblastoma single-cell transcriptomics data were downloaded from the NCBI Gene Expression Omnibus with the identifier GSE129730. 10X Visium data of medulloblastoma PDX mouse models from Vo et al. were acquired by contacting the authors, and the raw data are available from ArrayExpress under the identifier E-MTAB-11720. The single-cell and single-nuclei transcriptomics data of rat and mouse spinal-cord injury were acquired from the Gene Expression Omnibus under the identifiers GSE213240 and GSE234774.
31913438	2020	Bioinformatics (Oxford, England)	BEM: Mining Coregulation Patterns in Transcriptomics via Boolean Matrix Factorization.	MOTIVATION: The matrix factorization is an important way to analyze coregulation patterns in transcriptomic data, which can reveal the tumor signal perturbation status and subtype classification. However, current matrix factorization methods do not provide clear bicluster structure. Furthermore, these algorithms are based on the assumption of linear combination, which may not be sufficient to capture the coregulation patterns. RESULTS: We presented a new algorithm for Boolean matrix factorization (BMF) via expectation maximization (BEM). BEM is more aligned with the molecular mechanism of transcriptomic coregulation and can scale to matrix with over 100 million data points. Synthetic experiments showed that BEM outperformed other BMF methods in terms of reconstruction error. Real-world application demonstrated that BEM is applicable to all kinds of transcriptomic data, including bulk RNA-seq, single-cell RNA-seq and spatial transcriptomic datasets. Given appropriate binarization, BEM was able to extract coregulation patterns consistent with disease subtypes, cell types or spatial anatomy. AVAILABILITY AND IMPLEMENTATION: Python source code of BEM is available on https://github.com/LifanLiang/EM_BMF. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
38940134	2024	Bioinformatics (Oxford, England)	A count-based model for delineating cell-cell interactions in spatial transcriptomics data.	MOTIVATION: Cell-cell interactions (CCIs) consist of cells exchanging signals with themselves and neighboring cells by expressing ligand and receptor molecules and play a key role in cellular development, tissue homeostasis, and other critical biological functions. Since direct measurement of CCIs is challenging, multiple methods have been developed to infer CCIs by quantifying correlations between the gene expression of the ligands and receptors that mediate CCIs, originally from bulk RNA-sequencing data and more recently from single-cell or spatially resolved transcriptomics (SRT) data. SRT has a particular advantage over single-cell approaches, since ligand-receptor correlations can be computed between cells or spots that are physically close in the tissue. However, the transcript counts of individual ligands and receptors in SRT data are generally low, complicating the inference of CCIs from expression correlations. RESULTS: We introduce Copulacci, a count-based model for inferring CCIs from SRT data. Copulacci uses a Gaussian copula to model dependencies between the expression of ligands and receptors from nearby spatial locations even when the transcript counts are low. On simulated data, Copulacci outperforms existing CCI inference methods based on the standard Spearman and Pearson correlation coefficients. Using several real SRT datasets, we show that Copulacci discovers biologically meaningful ligand-receptor interactions that are lowly expressed and undiscoverable by existing CCI inference methods. AVAILABILITY AND IMPLEMENTATION: Copulacci is implemented in Python and available at https://github.com/raphael-group/copulacci.
37858204	2023	Genome biology	GeneSegNet: a deep learning framework for cell segmentation by integrating gene expression and imaging.	When analyzing data from in situ RNA detection technologies, cell segmentation is an essential step in identifying cell boundaries, assigning RNA reads to cells, and studying the gene expression and morphological features of cells. We developed a deep-learning-based method, GeneSegNet, that integrates both gene expression and imaging information to perform cell segmentation. GeneSegNet also employs a recursive training strategy to deal with noisy training labels. We show that GeneSegNet significantly improves cell segmentation performances over existing methods that either ignore gene expression information or underutilize imaging information.
39293805	2024	Briefings in bioinformatics	Multi-omics integration for both single-cell and spatially resolved data based on dual-path graph attention auto-encoder.	Single-cell multi-omics integration enables joint analysis at the single-cell level of resolution to provide more accurate understanding of complex biological systems, while spatial multi-omics integration is benefit to the exploration of cell spatial heterogeneity to facilitate more comprehensive downstream analyses. Existing methods are mainly designed for single-cell multi-omics data with little consideration of spatial information and still have room for performance improvement. A reliable multi-omics integration method designed for both single-cell and spatially resolved data is necessary and significant. We propose a multi-omics integration method based on dual-path graph attention auto-encoder (SSGATE). It can construct the neighborhood graphs based on single-cell expression profiles or spatial coordinates, enabling it to process single-cell data and utilize spatial information from spatially resolved data. It can also perform self-supervised learning for integration through the graph attention auto-encoders from two paths. SSGATE is applied to integration of transcriptomics and proteomics, including single-cell and spatially resolved data of various tissues from different sequencing technologies. SSGATE shows better performance and stronger robustness than competitive methods and facilitates downstream analysis.
